t,N,strain
0.5455455455455456,21.30350911902123,A
0.5505505505505506,21.45183558420115,A
0.5555555555555556,21.60119477784612,A
0.5605605605605606,21.75159389036605,A
0.5655655655655656,21.903040162234305,A
0.5705705705705706,22.055540884336345,A
0.5755755755755756,22.209103398320668,A
0.5805805805805806,22.363735096952283,A
0.5855855855855856,22.519443424468584,A
0.5905905905905906,22.676235876937753,A
0.5955955955955956,22.834120002619617,A
0.6006006006006006,22.99310340232904,A
0.6056056056056056,23.153193729801842,A
0.6106106106106106,23.314398692063257,A
0.6156156156156156,23.476726049798955,A
0.6206206206206206,23.640183617728688,A
0.6256256256256256,23.804779264982464,A
0.6306306306306306,23.970520915479405,A
0.6356356356356356,24.1374165483092,A
0.6406406406406406,24.305474198116265,A
0.6456456456456456,24.474701955486502,A
0.6506506506506506,24.645107967336827,A
0.6556556556556556,24.81670043730736,A
0.6606606606606606,24.989487626156368,A
0.6656656656656657,25.163477852157943,A
0.6706706706706707,25.338679491502482,A
0.6756756756756757,25.515100978699902,A
0.6806806806806807,25.692750806985714,A
0.6856856856856857,25.871637528729888,A
0.6906906906906907,26.05176975584858,A
0.6956956956956957,26.23315616021874,A
0.7007007007007007,26.415805474095578,A
0.7057057057057057,26.599726490532944,A
0.7107107107107107,26.784928063806653,A
0.7157157157157157,26.97141910984074,A
0.7207207207207207,27.159208606636685,A
0.7257257257257257,27.348305594705643,A
0.7307307307307307,27.53871917750366,A
0.7357357357357357,27.73045852186991,A
0.7407407407407407,27.923532858468047,A
0.7457457457457457,28.11795148223055,A
0.7507507507507507,28.313723752806194,A
0.7557557557557557,28.510859095010677,A
0.7607607607607607,28.709366999280306,A
0.7657657657657657,28.909257022128898,A
0.7707707707707707,29.110538786607858,A
0.7757757757757757,29.313221982769434,A
0.7807807807807807,29.51731636813323,A
0.7857857857857857,29.72283176815592,A
0.7907907907907907,29.929778076704288,A
0.7957957957957957,30.13816525653155,A
0.8008008008008007,30.34800333975692,A
0.8058058058058059,30.559302428348648,A
0.8108108108108109,30.772072694610276,A
0.8158158158158159,30.986324381670407,A
0.8208208208208209,31.20206780397579,A
0.8258258258258259,31.419313347787895,A
0.8308308308308309,31.638071471682927,A
0.8358358358358359,31.858352707055296,A
0.8408408408408409,32.08016765862463,A
0.8458458458458459,32.30352700494634,A
0.8508508508508509,32.52844149892563,A
0.8558558558558559,32.754921968335225,A
0.8608608608608609,32.98297931633661,A
0.8658658658658659,33.21262452200494,A
0.8708708708708709,33.443868640857566,A
0.8758758758758759,33.676722805386305,A
0.8808808808808809,33.911198225593346,A
0.8858858858858859,34.14730618953093,A
0.8908908908908909,34.38505806384479,A
0.8958958958958959,34.624465294321325,A
0.9009009009009009,34.86553940643866,A
0.9059059059059059,35.10829200592148,A
0.9109109109109109,35.352734779299745,A
0.9159159159159159,35.59887949447133,A
0.9209209209209209,35.84673800126853,A
0.9259259259259259,36.0963222320285,A
0.9309309309309309,36.347644202167764,A
0.9359359359359359,36.600716010760614,A
0.9409409409409409,36.8555498411216,A
0.9459459459459459,37.11215796139203,A
0.950950950950951,37.37055272513061,A
0.955955955955956,37.63074657190815,A
0.960960960960961,37.892752027906425,A
0.965965965965966,38.156581706521216,A
0.970970970970971,38.422248308969536,A
0.975975975975976,38.68976462490109,A
0.980980980980981,38.95914353301397,A
0.985985985985986,39.2303980016747,A
0.990990990990991,39.50354108954253,A
0.995995995995996,39.77858594619809,A
1.001001001001001,40.05554581277647,A
1.006006006006006,40.334434022604626,A
1.011011011011011,40.61526400184331,A
1.016016016016016,40.89804927013339,A
1.021021021021021,41.18280344124677,A
1.026026026026026,41.46954022374171,A
1.031031031031031,41.7582734216228,A
1.0360360360360361,42.04901693500557,A
1.0410410410410411,42.34178476078556,A
1.0460460460460461,42.63659099331225,A
1.0510510510510511,42.9334498250675,A
1.0560560560560561,43.232375547348894,A
1.0610610610610611,43.5333825509577,A
1.0660660660660661,43.83648532689161,A
1.0710710710710711,44.14169846704249,A
1.0760760760760761,44.44903666489875,A
1.0810810810810811,44.75851471625276,A
1.0860860860860861,45.070147519913164,A
1.0910910910910911,45.383950078422046,A
1.0960960960960962,45.69993749877732,A
1.1011011011011012,46.01812499315986,A
1.1061061061061062,46.33852787966595,A
1.1111111111111112,46.661161583044674,A
1.1161161161161162,46.98604163544047,A
1.1211211211211212,47.31318367714096,A
1.1261261261261262,47.64260345732979,A
1.1311311311311312,47.9743168348449,A
1.1361361361361362,48.30833977894197,A
1.1411411411411412,48.6446883700632,A
1.1461461461461462,48.983378800611476,A
1.1511511511511512,49.324427375729854,A
1.1561561561561562,49.6678505140866,A
1.1611611611611612,50.01366474866552,A
1.1661661661661662,50.36188672756193,A
1.1711711711711712,50.71253321478412,A
1.1761761761761762,51.06562109106044,A
1.1811811811811812,51.421167354651885,A
1.1861861861861862,51.77918912217049,A
1.1911911911911912,52.139703629403336,A
1.1961961961961962,52.502728232142275,A
1.2012012012012012,52.86828040701954,A
1.2062062062062062,53.236377752349014,A
1.2112112112112112,53.60703798897354,A
1.2162162162162162,53.980278961117925,A
1.2212212212212212,54.35611863724808,A
1.2262262262262262,54.73457511093601,A
1.2312312312312312,55.11566660173089,A
1.2362362362362362,55.49941145603616,A
1.2412412412412412,55.88582814799278,A
1.2462462462462462,56.274935280368595,A
1.2512512512512513,56.666751585453895,A
1.2562562562562563,57.06129592596325,A
1.2612612612612613,57.45858729594354,A
1.2662662662662663,57.85864482168843,A
1.2712712712712713,58.26148776265909,A
1.2762762762762763,58.66713551241138,A
1.2812812812812813,59.07560759952955,A
1.2862862862862863,59.48692368856629,A
1.2912912912912913,59.901103580989485,A
1.2962962962962963,60.318167216135464,A
1.3013013013013013,60.738134672168925,A
1.3063063063063063,61.1610261670495,A
1.3113113113113113,61.58686205950513,A
1.3163163163163163,62.01566285001215,A
1.3213213213213213,62.44744918178221,A
1.3263263263263263,62.88224184175607,A
1.3313313313313313,63.320061761604336,A
1.3363363363363363,63.76093001873514,A
1.3413413413413413,64.20486783730885,A
1.3463463463463463,64.65189658925982,A
1.3513513513513513,65.10203779532529,A
1.3563563563563563,65.5553131260814,A
1.3613613613613613,66.01174440298651,A
1.3663663663663663,66.47135359943167,A
1.3713713713713713,66.93416284179847,A
1.3763763763763763,67.40019441052424,A
1.3813813813813813,67.86947074117468,A
1.3863863863863863,68.34201442552396,A
1.3913913913913913,68.81784821264226,A
1.3963963963963963,69.29699500999105,A
1.4014014014014013,69.7794778845258,A
1.4064064064064064,70.26532006380654,A
1.4114114114114114,70.75454493711601,A
1.4164164164164164,71.2471760565857,A
1.4214214214214214,71.7432371383297,A
1.4264264264264264,72.24275206358641,A
1.4314314314314314,72.7457448798682,A
1.4364364364364364,73.25223980211916,A
1.4414414414414414,73.7622612138808,A
1.4464464464464464,74.27583366846596,A
1.4514514514514514,74.7929818901408,A
1.4564564564564564,75.3137307753151,A
1.4614614614614614,75.83810539374076,A
1.4664664664664664,76.36613098971887,A
1.4714714714714714,76.89783298331476,A
1.4764764764764764,77.43323697158198,A
1.4814814814814814,77.97236872979448,A
1.4864864864864864,78.51525421268751,A
1.4914914914914914,79.0619195557071,A
1.4964964964964964,79.61239107626832,A
1.5015015015015014,80.16669527502218,A
1.5065065065065064,80.72485883713144,A
1.5115115115115114,81.28690863355531,A
1.5165165165165164,81.85287172234302,A
1.5215215215215214,82.42277534993649,A
1.5265265265265264,82.99664695248197,A
1.5315315315315314,83.5745141571509,A
1.5365365365365364,84.15640478346988,A
1.5415415415415414,84.74234684466005,A
1.5465465465465464,85.33236854898558,A
1.5515515515515514,85.92649830111172,A
1.5565565565565564,86.52476470347231,A
1.5615615615615615,87.12719655764658,A
1.5665665665665665,87.73382286574589,A
1.5715715715715715,88.34467283180986,A
1.5765765765765765,88.95977586321229,A
1.5815815815815815,89.5791615720769,A
1.5865865865865865,90.2028597767029,A
1.5915915915915915,90.83090050300055,A
1.5965965965965965,91.46331398593654,A
1.6016016016016015,92.10013067098971,A
1.6066066066066067,92.74138121561666,A
1.6116116116116117,93.38709649072756,A
1.6166166166166167,94.03730758217249,A
1.6216216216216217,94.69204579223793,A
1.6266266266266267,95.35134264115365,A
1.6316316316316317,96.01522986861019,A
1.6366366366366367,96.68373943528681,A
1.6416416416416417,97.35690352439025,A
1.6466466466466467,98.03475454320395,A
1.6516516516516517,98.71732512464828,A
1.6566566566566567,99.4046481288515,A
1.6616616616616617,100.09675664473171,A
1.6666666666666667,100.79368399158986,A
1.6716716716716717,101.49546372071373,A
1.6766766766766767,102.20212961699318,A
1.6816816816816818,102.91371570054659,A
1.6866866866866868,103.6302562283587,A
1.6916916916916918,104.35178569592975,A
1.6966966966966968,105.07833883893612,A
1.7017017017017018,105.8099506349027,A
1.7067067067067068,106.54665630488664,A
1.7117117117117118,107.28849131517295,A
1.7167167167167168,108.03549137898203,A
1.7217217217217218,108.78769245818887,A
1.7267267267267268,109.5451307650543,A
1.7317317317317318,110.30784276396837,A
1.7367367367367368,111.07586517320578,A
1.7417417417417418,111.84923496669361,A
1.7467467467467468,112.62798937579119,A
1.7517517517517518,113.4121658910826,A
1.7567567567567568,114.20180226418151,A
1.7617617617617618,114.99693650954853,A
1.7667667667667668,115.7976069063214,A
1.7717717717717718,116.60385200015774,A
1.7767767767767768,117.41571060509075,A
1.7817817817817818,118.23322180539775,A
1.7867867867867868,119.05642495748174,A
1.7917917917917918,119.88535969176617,A
1.7967967967967968,120.72006591460277,A
1.8018018018018018,121.56058381019267,A
1.8068068068068068,122.40695384252105,A
1.8118118118118118,123.25921675730497,A
1.8168168168168168,124.11741358395514,A
1.8218218218218218,124.98158563755098,A
1.8268268268268268,125.85177452082974,A
1.8318318318318318,126.72802212618917,A
1.8368368368368369,127.61037063770445,A
1.8418418418418419,128.4988625331589,A
1.8468468468468469,129.393540586089,A
1.8518518518518519,130.29444786784347,A
1.8568568568568569,131.201627749657,A
1.8618618618618619,132.11512390473797,A
1.8668668668668669,133.0349803103712,A
1.8718718718718719,133.96124125003485,A
1.8768768768768769,134.89395131553252,A
1.8818818818818819,135.83315540913983,A
1.8868868868868869,136.77889874576616,A
1.8918918918918919,137.73122685513135,A
1.8968968968968969,138.69018558395766,A
1.901901901901902,139.65582109817666,A
1.906906906906907,140.62817988515212,A
1.911911911911912,141.6073087559177,A
1.916916916916917,142.59325484743053,A
1.921921921921922,143.58606562484064,A
1.926926926926927,144.5857888837759,A
1.931931931931932,145.59247275264298,A
1.936936936936937,146.6061656949443,A
1.941941941941942,147.62691651161126,A
1.946946946946947,148.65477434335352,A
1.951951951951952,149.68978867302474,A
1.956956956956957,150.73200932800478,A
1.961961961961962,151.78148648259844,A
1.966966966966967,152.83827066045092,A
1.971971971971972,153.90241273698027,A
1.976976976976977,154.97396394182638,A
1.981981981981982,156.05297586131752,A
1.986986986986987,157.13950044095353,A
1.991991991991992,158.23358998790684,A
1.996996996996997,159.33529717354037,A
2.002002002002002,160.44467503594348,A
2.007007007007007,161.56177698248496,A
2.012012012012012,162.68665679238455,A
2.017017017017017,163.81936861930174,A
2.022022022022022,164.95996699394286,A
2.027027027027027,166.10850682668627,A
2.032032032032032,167.26504341022587,A
2.037037037037037,168.42963242223294,A
2.042042042042042,169.60232992803668,A
2.047047047047047,170.78319238332313,A
2.052052052052052,171.97227663685314,A
2.057057057057057,173.16963993319914,A
2.062062062062062,174.37533991550097,A
2.067067067067067,175.58943462824107,A
2.0720720720720722,176.81198252003855,A
2.0770770770770772,178.04304244646332,A
2.0820820820820822,179.2826736728693,A
2.0870870870870872,180.53093587724754,A
2.0920920920920922,181.78788915309948,A
2.0970970970970972,183.05359401232963,A
2.1021021021021022,184.32811138815885,A
2.1071071071071072,185.6115026380579,A
2.1121121121121122,186.90382954670113,A
2.1171171171171173,188.20515432894086,A
2.1221221221221223,189.51553963280278,A
2.1271271271271273,190.83504854250162,A
2.1321321321321323,192.16374458147837,A
2.1371371371371373,193.50169171545818,A
2.1421421421421423,194.84895435553014,A
2.1471471471471473,196.20559736124764,A
2.1521521521521523,197.57168604375136,A
2.1571571571571573,198.94728616891297,A
2.1621621621621623,200.3324639605015,A
2.1671671671671673,201.72728610337163,A
2.1721721721721723,203.13181974667341,A
2.1771771771771773,204.54613250708562,A
2.1821821821821823,205.97029247207047,A
2.1871871871871873,207.40436820315176,A
2.1921921921921923,208.84842873921528,A
2.1971971971971973,210.30254359983277,A
2.2022022022022023,211.76678278860837,A
2.2072072072072073,213.24121679654905,A
2.2122122122122123,214.72591660545785,A
2.2172172172172173,216.22095369135133,A
2.2222222222222223,217.72640002790035,A
2.2272272272272273,219.24232808989524,A
2.2322322322322323,220.7688108567346,A
2.2372372372372373,222.30592181593877,A
2.2422422422422423,223.8537349666878,A
2.2472472472472473,225.41232482338356,A
2.2522522522522523,226.98176641923726,A
2.2572572572572573,228.56213530988163,A
2.2622622622622623,230.1535075770083,A
2.2672672672672673,231.75595983203033,A
2.2722722722722724,233.3695692197707,A
2.2772772772772774,234.99441342217597,A
2.2822822822822824,236.6305706620562,A
2.2872872872872874,238.2781197068505,A
2.2922922922922924,239.93713987241932,A
2.2972972972972974,241.6077110268626,A
2.3023023023023024,243.28991359436492,A
2.3073073073073074,244.9838285590672,A
2.3123123123123124,246.6895374689653,A
2.3173173173173174,248.40712243983617,A
2.3223223223223224,250.1366661591908,A
2.3273273273273274,251.878251890255,A
2.3323323323323324,253.6319634759778,A
2.3373373373373374,255.39788534306803,A
2.3423423423423424,257.1761025060583,A
2.3473473473473474,258.96670057139835,A
2.3523523523523524,260.7697657415757,A
2.3573573573573574,262.58538481926604,A
2.3623623623623624,264.41364521151166,A
2.3673673673673674,266.25463493392994,A
2.3723723723723724,268.1084426149499,A
2.3773773773773774,269.97515750007943,A
2.3823823823823824,271.8548694562015,A
2.3873873873873874,273.7476689759005,A
2.3923923923923924,275.653647181819,A
2.3973973973973974,277.5728958310439,A
2.4024024024024024,279.50550731952455,A
2.4074074074074074,281.4515746865204,A
2.4124124124124124,283.41119161908017,A
2.4174174174174174,285.38445245655197,A
2.4224224224224224,287.3714521951252,A
2.4274274274274275,289.37228649240376,A
2.4324324324324325,291.387051672011,A
2.4374374374374375,293.4158447282272,A
2.4424424424424425,295.45876333065877,A
2.4474474474474475,297.51590582894033,A
2.4524524524524525,299.58737125746956,A
2.4574574574574575,301.67325934017464,A
2.4624624624624625,303.77367049531534,A
2.4674674674674675,305.8887058403173,A
2.4724724724724725,308.0184671966398,A
2.4774774774774775,310.16305709467787,A
2.4824824824824825,312.32257877869824,A
2.4874874874874875,314.49713621180956,A
2.4924924924924925,316.68683408096746,A
2.4974974974974975,318.8917778020143,A
2.5025025025025025,321.11207352475424,A
2.5075075075075075,323.3478281380632,A
2.5125125125125125,325.59914927503496,A
2.5175175175175175,327.8661453181627,A
2.5225225225225225,330.1489254045565,A
2.5275275275275275,332.44759943119766,A
2.5325325325325325,334.76227806022933,A
2.5375375375375375,337.0930727242839,A
2.5425425425425425,339.44009563184744,A
2.5475475475475475,341.80345977266177,A
2.5525525525525525,344.18327892316404,A
2.5575575575575575,346.579667651964,A
2.5625625625625625,348.9927413253593,A
2.5675675675675675,351.42261611289007,A
2.5725725725725725,353.86940899293097,A
2.5775775775775776,356.33323775832264,A
2.5825825825825826,358.8142210220431,A
2.5875875875875876,361.3124782229175,A
2.5925925925925926,363.8281296313679,A
2.5975975975975976,366.36129635520405,A
2.6026026026026026,368.91210034545287,A
2.6076076076076076,371.48066440223,A
2.6126126126126126,374.06711218065135,A
2.6176176176176176,376.67156819678615,A
2.6226226226226226,379.2941578336513,A
2.6276276276276276,381.93500734724756,A
2.6326326326326326,384.5942438726378,A
2.6376376376376376,387.27199543006736,A
2.6426426426426426,389.9683909311272,A
2.6476476476476476,392.68356018496013,A
2.6526526526526526,395.4176339045098,A
2.6576576576576576,398.17074371281353,A
2.6626626626626626,400.94302214933873,A
2.6676676676676676,403.7346026763641,A
2.6726726726726726,406.545619685404,A
2.6776776776776776,409.37620850367887,A
2.6826826826826826,412.22650540062966,A
2.6876876876876876,415.0966475944785,A
2.6926926926926926,417.98677325883455,A
2.6976976976976976,420.8970215293454,A
2.7027027027027026,423.8275325103961,A
2.7077077077077076,426.7784472818534,A
2.7127127127127126,429.7499079058579,A
2.7177177177177176,432.74205743366315,A
2.7227227227227226,435.7550399125221,A
2.7277277277277276,438.78900039262203,A
2.7327327327327327,441.8440849340678,A
2.7377377377377377,444.9204406139126,A
2.7427427427427427,448.01821553323947,A
2.7477477477477477,451.13755882429047,A
2.7527527527527527,454.2786206576463,A
2.7577577577577577,457.4415522494561,A
2.7627627627627627,460.62650586871666,A
2.7677677677677677,463.8336348446037,A
2.7727727727727727,467.0630935738525,A
2.7777777777777777,470.31503752819157,A
2.7827827827827827,473.589623261827,A
2.7877877877877877,476.8870084189792,A
2.7927927927927927,480.2073517414724,A
2.7977977977977977,483.55081307637647,A
2.8028028028028027,486.9175533837025,A
2.8078078078078077,490.3077347441515,A
2.8128128128128127,493.7215203669173,A
2.8178178178178177,497.15907459754385,A
2.8228228228228227,500.6205629258368,A
2.8278278278278277,504.10615199383085,A
2.8328328328328327,507.6160096038119,A
2.8378378378378377,511.15030472639546,A
2.8428428428428427,514.7092075086612,A
2.8478478478478477,518.2928892823438,A
2.8528528528528527,521.9015225720818,A
2.8578578578578577,525.5352811037229,A
2.8628628628628627,529.1943398126871,A
2.8678678678678677,532.8788748523888,A
2.8728728728728727,536.589063602717,A
2.8778778778778777,540.3250846785751,A
2.8828828828828827,544.0871179384785,A
2.8878878878878878,547.8753444932149,A
2.8928928928928928,551.6899467145622,A
2.8978978978978978,555.5311082440685,A
2.9029029029029028,559.399014001893,A
2.9079079079079078,563.293850195708,A
2.9129129129129128,567.2158043296643,A
2.9179179179179178,571.1650652134163,A
2.9229229229229228,575.1418229712133,A
2.9279279279279278,579.1462690510511,A
2.932932932932933,583.17859623389,A
2.937937937937938,587.2389986429338,A
2.942942942942943,591.327671752977,A
2.947947947947948,595.4448123998144,A
2.952952952952953,599.590618789717,A
2.957957957957958,603.7652905089744,A
2.962962962962963,607.9690285335032,A
2.967967967967968,612.202035238522,A
2.972972972972973,616.4645144082943,A
2.977977977977978,620.7566712459394,A
2.982982982982983,625.0787123833103,A
2.987987987987988,629.4308458909421,A
2.992992992992993,633.8132812880689,A
2.997997997997998,638.2262295527098,A
3.003003003003003,642.6699031318265,A
3.008008008008008,647.1445159515498,A
3.013013013013013,651.6502834274798,A
3.018018018018018,656.1874224750554,A
3.023023023023023,660.7561515199968,A
3.028028028028028,665.3566905088221,A
3.033033033033033,669.9892609194343,A
3.038038038038038,674.6540857717849,A
3.043043043043043,679.3513896386099,A
3.048048048048048,684.0813986562414,A
3.053053053053053,688.8443405354935,A
3.058058058058058,693.6404445726259,A
3.063063063063063,698.4699416603816,A
3.068068068068068,703.3330642991025,A
3.073073073073073,708.2300466079232,A
3.078078078078078,713.1611243360413,A
3.083083083083083,718.1265348740665,A
3.088088088088088,723.1265172654496,A
3.093093093093093,728.1613122179903,A
3.098098098098098,733.2311621154249,A
3.103103103103103,738.3363110290958,A
3.108108108108108,743.4770047297006,A
3.113113113113113,748.6534906991246,A
3.118118118118118,753.8660181423553,A
3.123123123123123,759.1148379994781,A
3.128128128128128,764.4002029577591,A
3.133133133133133,769.7223674638078,A
3.138138138138138,775.0815877358281,A
3.143143143143143,780.4781217759524,A
3.148148148148148,785.9122293826625,A
3.153153153153153,791.3841721632967,A
3.158158158158158,796.8942135466439,A
3.163163163163163,802.4426187956255,A
3.168168168168168,808.0296550200665,A
3.173173173173173,813.6555911895525,A
3.178178178178178,819.320698146381,A
3.183183183183183,825.0252486185982,A
3.188188188188188,830.76951723313,A
3.193193193193193,836.5537805290016,A
3.198198198198198,842.3783169706518,A
3.203203203203203,848.2434069613382,A
3.2082082082082084,854.1493328566369,A
3.2132132132132134,860.0963789780336,A
3.2182182182182184,866.0848316266141,A
3.2232232232232234,872.1149790968459,A
3.2282282282282284,878.1871116904568,A
3.2332332332332334,884.3015217304117,A
3.2382382382382384,890.4585035749841,A
3.2432432432432434,896.6583536319285,A
3.2482482482482484,902.901370372749,A
3.2532532532532534,909.1878543470687,A
3.2582582582582584,915.518108197098,A
3.2632632632632634,921.8924366722052,A
3.2682682682682684,928.3111466435876,A
3.2732732732732734,934.7745471190434,A
3.2782782782782784,941.2829492578504,A
3.2832832832832834,947.8366663857432,A
3.2882882882882885,954.4360140099986,A
3.2932932932932935,961.0813098346249,A
3.2982982982982985,967.7728737756554,A
3.3033033033033035,974.5110279765514,A
3.3083083083083085,981.2960968237093,A
3.3133133133133135,988.1284069620779,A
3.3183183183183185,995.0082873108834,A
3.3233233233233235,1001.9360690794642,A
3.3283283283283285,1008.9120857832161,A
3.3333333333333335,1015.9366732596479,A
3.3383383383383385,1023.0101696845493,A
3.3433433433433435,1030.1329155882718,A
3.3483483483483485,1037.3052538721213,A
3.3533533533533535,1044.5275298248675,A
3.3583583583583585,1051.800091139365,A
3.3633633633633635,1059.1232879292932,A
3.3683683683683685,1066.4974727460108,A
3.3733733733733735,1073.9230005955278,A
3.3783783783783785,1081.4002289555976,A
3.3833833833833835,1088.9295177929248,A
3.3883883883883885,1096.5112295804952,A
3.3933933933933935,1104.1457293150272,A
3.3983983983983985,1111.8333845345412,A
3.4034034034034035,1119.5745653360545,A
3.4084084084084085,1127.3696443933998,A
3.4134134134134135,1135.2189969751637,A
3.4184184184184185,1143.1230009627548,A
3.4234234234234235,1151.082036868594,A
3.4284284284284285,1159.0964878544357,A
3.4334334334334335,1167.1667397498104,A
3.4384384384384385,1175.2931810706013,A
3.4434434434434436,1183.4762030377485,A
3.4484484484484486,1191.7161995960812,A
3.4534534534534536,1200.0135674332846,A
3.4584584584584586,1208.3687059989963,A
3.4634634634634636,1216.782017524037,A
3.4684684684684686,1225.2539070397736,A
3.4734734734734736,1233.7847823976192,A
3.4784784784784786,1242.3750542886676,A
3.4834834834834836,1251.0251362634635,A
3.4884884884884886,1259.735444751914,A
3.4934934934934936,1268.5063990833332,A
3.4984984984984986,1277.338421506632,A
3.5035035035035036,1286.231937210644,A
3.5085085085085086,1295.1873743445963,A
3.5135135135135136,1304.2051640387213,A
3.5185185185185186,1313.2857404250094,A
3.5235235235235236,1322.4295406581134,A
3.5285285285285286,1331.63700493639,A
3.5335335335335336,1340.9085765230932,A
3.5385385385385386,1350.2447017677146,A
3.5435435435435436,1359.6458301274693,A
3.5485485485485486,1369.1124141889354,A
3.5535535535535536,1378.6449096898423,A
3.5585585585585586,1388.2437755410087,A
3.5635635635635636,1397.909473848438,A
3.5685685685685686,1407.642469935563,A
3.5735735735735736,1417.4432323656479,A
3.5785785785785786,1427.3122329643465,A
3.5835835835835836,1437.2499468424153,A
3.5885885885885886,1447.2568524185874,A
3.5935935935935936,1457.3334314426038,A
3.5985985985985987,1467.4801690184054,A
3.6036036036036037,1477.6975536274879,A
3.6086086086086087,1487.9860771524163,A
3.6136136136136137,1498.3462349005076,A
3.6186186186186187,1508.7785256276725,A
3.6236236236236237,1519.283451562429,A
3.6286286286286287,1529.8615184300795,A
3.6336336336336337,1540.513235477057,A
3.6386386386386387,1551.2391154954423,A
3.6436436436436437,1562.0396748476492,A
3.6486486486486487,1572.9154334912837,A
3.6536536536536537,1583.8669150041767,A
3.6586586586586587,1594.8946466095879,A
3.6636636636636637,1605.999159201589,A
3.6686686686686687,1617.1809873706209,A
3.6736736736736737,1628.4406694292302,A
3.6786786786786787,1639.7787474379838,A
3.6836836836836837,1651.1957672315668,A
3.6886886886886887,1662.6922784450564,A
3.6936936936936937,1674.2688345403858,A
3.6986986986986987,1685.925992832986,A
